Input File,Processed From,Processed To,Noise Type,Average PSNR,Average SSIM,Average VIF,Average Processing Time per Frame
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g06_c05.avi,Gaussian,39.52,0.997,0.1435,0.0024
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g22_c01.avi,Gaussian,39.88,0.9977,0.1419,0.0021
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g01_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g01_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g01_c04.avi,Gaussian,39.21,0.9961,0.1501,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g09_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g09_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g09_c05.avi,Gaussian,39.32,0.994,0.1461,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g08_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g08_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g08_c01.avi,Gaussian,39.78,0.9972,0.1436,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g11_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g11_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g11_c03.avi,Gaussian,39.66,0.9969,0.1493,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g16_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g16_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g16_c05.avi,Gaussian,39.19,0.9935,0.1542,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g06_c03.avi,Gaussian,39.54,0.997,0.1432,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g20_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g20_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g20_c06.avi,Gaussian,39.67,0.9963,0.1451,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g13_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g13_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g13_c04.avi,Gaussian,39.84,0.9972,0.1417,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g10_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g10_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g10_c04.avi,Gaussian,39.62,0.9972,0.1383,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g08_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g08_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g08_c04.avi,Gaussian,39.85,0.9968,0.1437,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g01_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g01_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g01_c01.avi,Gaussian,39.31,0.9961,0.1508,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g03_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g03_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g03_c04.avi,Gaussian,39.23,0.9933,0.1533,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g25_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g25_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g25_c02.avi,Gaussian,39.49,0.9957,0.1477,0.0025
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g07_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g07_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g07_c02.avi,Gaussian,39.72,0.9971,0.1478,0.0026
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g24_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g24_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g24_c03.avi,Gaussian,39.12,0.9943,0.1426,0.0027
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g21_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g21_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g21_c03.avi,Gaussian,39.66,0.9967,0.1367,0.0026
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g11_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g11_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g11_c05.avi,Gaussian,39.63,0.9968,0.1502,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g18_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g18_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g18_c02.avi,Gaussian,39.4,0.9941,0.1472,0.0018
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g04_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g04_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g04_c01.avi,Gaussian,39.7,0.9973,0.1428,0.0021
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g22_c05.avi,Gaussian,39.89,0.9977,0.1417,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g03_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g03_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g03_c01.avi,Gaussian,39.19,0.9932,0.1548,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g15_c07.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g15_c07.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g15_c07.avi,Gaussian,39.48,0.9966,0.1438,0.0018
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g20_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g20_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g20_c02.avi,Gaussian,39.68,0.9963,0.1461,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g19_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g19_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g19_c06.avi,Gaussian,39.41,0.997,0.1411,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g05_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g05_c05.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g05_c05.avi,Gaussian,39.46,0.9941,0.1452,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g23_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g23_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g23_c01.avi,Gaussian,39.61,0.9976,0.143,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g14_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g14_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g14_c03.avi,Gaussian,39.44,0.9946,0.1425,0.0021
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g09_c07.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g09_c07.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g09_c07.avi,Gaussian,39.37,0.9938,0.1461,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g04_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g04_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g04_c06.avi,Gaussian,39.46,0.9974,0.1366,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g23_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g23_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g23_c03.avi,Gaussian,39.6,0.9976,0.1426,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g23_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g23_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g23_c06.avi,Gaussian,39.59,0.9976,0.1429,0.0021
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g20_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g20_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g20_c03.avi,Gaussian,39.66,0.9962,0.1462,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g06_c06.avi,Gaussian,39.57,0.997,0.1433,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g06_c04.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g06_c04.avi,Gaussian,39.57,0.997,0.1433,0.0019
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c06.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g22_c06.avi,Gaussian,39.88,0.9977,0.1419,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g14_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g14_c01.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g14_c01.avi,Gaussian,39.43,0.9946,0.1425,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g02_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g02_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g02_c02.avi,Gaussian,39.84,0.9972,0.1451,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g13_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g13_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g13_c03.avi,Gaussian,39.84,0.9972,0.142,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g11_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g11_c02.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g11_c02.avi,Gaussian,39.79,0.9972,0.1454,0.002
/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/noisy_select/Gaussian/TableTennisShot/v_TableTennisShot_g22_c03.avi,/home/ad/ru501950/workspace/CAP5415/UCF101/denoised/UCF-101-Gaussian/TableTennisShot/denoised_v_TableTennisShot_g22_c03.avi,Gaussian,39.9,0.9977,0.1418,0.002
