Noise Type,Average PSNR,Average SSIM,Average VIF,Average Processing Time per Frame
Gaussian,38.74,0.9931,0.1735,0.0019
Gaussian,38.85,0.9933,0.1662,0.0018
Gaussian,39.08,0.993,0.1501,0.0018
Gaussian,39.08,0.9939,0.1562,0.0018
Gaussian,39.48,0.9969,0.1447,0.0018
Gaussian,39.19,0.9968,0.1413,0.0018
Gaussian,38.74,0.993,0.175,0.0018
Gaussian,39.54,0.9969,0.1399,0.002
Gaussian,39.49,0.9969,0.1404,0.0019
Gaussian,38.43,0.9903,0.1803,0.002
Gaussian,39.15,0.9945,0.1524,0.0018
Gaussian,39.47,0.9968,0.1458,0.0019
Gaussian,39.09,0.9939,0.1538,0.0018
Gaussian,39.51,0.9977,0.1335,0.0018
Gaussian,39.49,0.9972,0.1424,0.0019
Gaussian,39.64,0.9972,0.1415,0.0018
Gaussian,39.58,0.9978,0.1349,0.0018
Gaussian,38.96,0.9938,0.1525,0.0018
Gaussian,38.47,0.9919,0.17,0.0018
Gaussian,39.36,0.9942,0.1488,0.0018
Gaussian,38.78,0.9929,0.167,0.0018
Gaussian,38.38,0.9903,0.1803,0.0018
Gaussian,39.01,0.9954,0.1513,0.0018
Gaussian,39.73,0.9969,0.1411,0.0018
Gaussian,39.03,0.9945,0.1672,0.0019
Gaussian,38.77,0.9934,0.1586,0.0019
Gaussian,39.4,0.9965,0.1467,0.0018
Gaussian,39.29,0.9943,0.1516,0.0019
Gaussian,39.0,0.994,0.1584,0.0019
Gaussian,39.37,0.9972,0.1426,0.0019
Gaussian,38.76,0.9922,0.1577,0.0018
Gaussian,39.75,0.9976,0.1409,0.0019
Gaussian,39.22,0.9961,0.1572,0.0019
Gaussian,38.74,0.9931,0.1625,0.0018
Gaussian,39.25,0.9967,0.1394,0.0018
Gaussian,39.74,0.9976,0.1411,0.0018
Gaussian,39.27,0.9957,0.1477,0.0018
Gaussian,39.14,0.9956,0.1503,0.0019
Gaussian,39.3,0.9945,0.1409,0.0019
Gaussian,38.67,0.9917,0.1601,0.0019
Gaussian,38.51,0.992,0.1671,0.0019
Gaussian,38.79,0.9931,0.1582,0.0019
Gaussian,38.72,0.993,0.175,0.0018
Gaussian,39.51,0.9974,0.1418,0.0018
Gaussian,39.44,0.9965,0.1471,0.0018
Gaussian,38.59,0.9925,0.1679,0.0018
Gaussian,38.87,0.9935,0.1572,0.0018
Gaussian,39.5,0.9971,0.143,0.0018
Gaussian,39.34,0.9966,0.1462,0.0018
Gaussian,39.09,0.9946,0.1658,0.002
Gaussian,38.62,0.9928,0.1785,0.0019
Gaussian,39.52,0.9941,0.1455,0.0018
Gaussian,38.7,0.9945,0.1687,0.0018
Gaussian,39.55,0.997,0.1395,0.0018
Gaussian,39.26,0.9964,0.142,0.0019
Gaussian,39.47,0.9975,0.1391,0.002
Gaussian,38.91,0.9937,0.1553,0.0018
Gaussian,39.65,0.9974,0.1406,0.0018
Gaussian,39.48,0.997,0.1443,0.0018
Gaussian,38.21,0.9905,0.1864,0.0018
Gaussian,38.82,0.9942,0.1673,0.0019
Gaussian,39.05,0.994,0.1513,0.0018
Gaussian,38.59,0.9928,0.1801,0.0018
Gaussian,39.21,0.9942,0.1513,0.0018
Gaussian,39.53,0.9971,0.1436,0.0018
Gaussian,39.81,0.9972,0.1456,0.0018
Gaussian,39.54,0.9973,0.1425,0.0018
Gaussian,38.67,0.9933,0.1598,0.0018
Gaussian,39.22,0.9964,0.1441,0.0018
Gaussian,38.73,0.9943,0.1673,0.0018
Gaussian,39.42,0.9966,0.1469,0.0018
Gaussian,38.32,0.9907,0.1809,0.0019
Gaussian,38.55,0.9913,0.1689,0.0019
Gaussian,38.64,0.9934,0.1592,0.0018
Gaussian,39.35,0.9969,0.1546,0.0018
Gaussian,39.59,0.9974,0.1414,0.0018
Gaussian,39.53,0.9971,0.1431,0.0018
Gaussian,39.53,0.997,0.1348,0.0018
Gaussian,39.67,0.9968,0.1447,0.0018
Gaussian,40.14,0.998,0.1374,0.0019
Gaussian,39.6,0.997,0.1452,0.0018
Gaussian,39.54,0.9969,0.1365,0.0018
Gaussian,40.02,0.9975,0.144,0.0018
Gaussian,39.62,0.9968,0.1355,0.0019
Gaussian,39.78,0.9975,0.136,0.0019
Gaussian,39.48,0.9967,0.1369,0.0018
Gaussian,39.98,0.9976,0.1405,0.0018
Gaussian,39.2,0.9943,0.1462,0.0018
Gaussian,39.18,0.9927,0.1522,0.0018
Gaussian,39.49,0.9956,0.1511,0.0019
Gaussian,39.71,0.9977,0.1374,0.0018
Gaussian,39.7,0.9966,0.1433,0.0018
Gaussian,39.87,0.9973,0.1455,0.0018
Gaussian,39.62,0.997,0.1351,0.0018
Gaussian,39.68,0.9975,0.1403,0.0018
Gaussian,39.55,0.9963,0.1465,0.0018
Gaussian,39.7,0.9973,0.1444,0.0018
Gaussian,39.6,0.9975,0.1446,0.0018
Gaussian,39.81,0.9983,0.1307,0.0019
Gaussian,39.57,0.9967,0.1394,0.0018
Gaussian,39.65,0.9967,0.1434,0.0018
Gaussian,39.86,0.9973,0.1404,0.0018
Gaussian,39.46,0.9963,0.1444,0.0018
Gaussian,39.63,0.9969,0.1356,0.0018
Gaussian,39.24,0.9944,0.1484,0.0018
Gaussian,39.52,0.9969,0.1363,0.0018
Gaussian,39.5,0.9968,0.1365,0.0019
Gaussian,39.51,0.9969,0.1381,0.0018
Gaussian,39.55,0.9971,0.1443,0.0018
Gaussian,39.62,0.9968,0.138,0.0018
Gaussian,39.57,0.9958,0.1428,0.0018
Gaussian,39.68,0.9957,0.1451,0.0018
Gaussian,39.78,0.9981,0.1343,0.0018
Gaussian,40.1,0.998,0.1387,0.0018
Gaussian,40.29,0.9978,0.139,0.0018
Gaussian,39.16,0.9929,0.1477,0.0018
Gaussian,39.63,0.9963,0.1454,0.0018
Gaussian,39.45,0.9957,0.1433,0.0018
Gaussian,39.76,0.9973,0.1458,0.0019
Gaussian,39.91,0.9977,0.1389,0.0018
Gaussian,39.6,0.9966,0.1408,0.0018
Gaussian,40.38,0.9981,0.1331,0.0018
Gaussian,39.23,0.9948,0.1464,0.0018
Gaussian,39.33,0.9947,0.1459,0.0018
Gaussian,40.04,0.9977,0.1435,0.0018
Gaussian,39.32,0.9934,0.1464,0.0019
Gaussian,39.73,0.9959,0.1435,0.0018
Gaussian,39.23,0.995,0.1452,0.0018
Gaussian,39.82,0.9979,0.1355,0.0018
Gaussian,39.63,0.9973,0.1438,0.0019
Gaussian,39.65,0.9966,0.1404,0.0018
Gaussian,39.89,0.9958,0.143,0.0018
Gaussian,39.26,0.9949,0.1452,0.0018
Gaussian,39.68,0.9963,0.1454,0.0018
Gaussian,39.79,0.9964,0.1412,0.0018
Gaussian,39.35,0.9948,0.1456,0.0018
Gaussian,39.78,0.9973,0.1417,0.0018
Gaussian,39.67,0.9967,0.1383,0.0018
Gaussian,39.49,0.9945,0.1394,0.0018
Gaussian,39.61,0.9967,0.1432,0.0018
Gaussian,39.54,0.9963,0.1459,0.0018
Gaussian,39.7,0.9971,0.1458,0.0019
Gaussian,39.68,0.9961,0.1401,0.0018
Gaussian,39.8,0.9962,0.1438,0.0018
Gaussian,39.62,0.9966,0.144,0.0019
Gaussian,39.59,0.997,0.1366,0.0018
Gaussian,39.32,0.9959,0.1446,0.0018
Gaussian,39.76,0.9973,0.1415,0.002
Gaussian,39.55,0.9967,0.1451,0.0018
Gaussian,39.23,0.9944,0.1465,0.0018
Gaussian,40.07,0.9978,0.1423,0.0018
Gaussian,39.59,0.9959,0.1473,0.0019
Gaussian,39.8,0.9969,0.141,0.0018
Gaussian,39.66,0.9966,0.1394,0.0018
Gaussian,39.43,0.9946,0.1382,0.0018
Gaussian,39.77,0.9974,0.1415,0.0018
Gaussian,40.0,0.9979,0.1394,0.0018
Gaussian,39.65,0.9974,0.1465,0.0018
Gaussian,39.2,0.995,0.1462,0.0018
Gaussian,39.8,0.9976,0.1353,0.0018
Gaussian,39.24,0.9943,0.1467,0.0018
Gaussian,39.72,0.9974,0.1409,0.0018
Gaussian,39.29,0.9946,0.1462,0.0018
Gaussian,39.6,0.997,0.1455,0.0018
Gaussian,39.62,0.9974,0.1435,0.0018
Gaussian,39.73,0.9974,0.1434,0.0018
Gaussian,39.46,0.9967,0.1368,0.0018
Gaussian,39.24,0.9919,0.1547,0.0018
Gaussian,39.74,0.9976,0.1355,0.0018
Gaussian,39.69,0.9952,0.1457,0.0018
Gaussian,39.43,0.9965,0.1376,0.0019
Gaussian,39.64,0.9961,0.142,0.0018
Gaussian,39.22,0.9928,0.1492,0.0018
Gaussian,39.98,0.9975,0.1401,0.0018
Gaussian,39.71,0.9972,0.1443,0.0018
Gaussian,40.25,0.9981,0.1362,0.0018
Gaussian,39.68,0.9979,0.1368,0.0018
Gaussian,39.35,0.9957,0.1406,0.0018
Gaussian,39.65,0.9963,0.1423,0.0018
Gaussian,39.35,0.9936,0.1468,0.0018
Gaussian,39.63,0.9971,0.1442,0.0018
Gaussian,39.79,0.9975,0.141,0.0018
Gaussian,39.74,0.9976,0.1398,0.0018
Gaussian,39.64,0.997,0.1444,0.0018
Gaussian,40.3,0.9979,0.1391,0.0018
Gaussian,39.44,0.9953,0.1414,0.0018
Gaussian,39.37,0.9959,0.1409,0.0019
Gaussian,39.8,0.9975,0.1387,0.0018
Gaussian,39.31,0.9946,0.1468,0.0018
Gaussian,39.18,0.9951,0.1461,0.0018
Gaussian,39.51,0.9963,0.1412,0.0019
Gaussian,39.79,0.9963,0.1415,0.0018
Gaussian,39.79,0.9946,0.1492,0.0018
Gaussian,39.8,0.9974,0.143,0.0018
Gaussian,39.67,0.9965,0.1441,0.0018
Gaussian,39.66,0.9975,0.143,0.0018
Gaussian,39.78,0.9972,0.1422,0.002
Gaussian,39.62,0.9976,0.1428,0.0019
Gaussian,39.8,0.9972,0.1418,0.002
Gaussian,39.67,0.9972,0.1415,0.0019
Gaussian,39.59,0.9959,0.1456,0.0019
Gaussian,39.36,0.9965,0.1427,0.0018
Gaussian,39.54,0.9966,0.1407,0.0018
Gaussian,39.67,0.9972,0.1451,0.0018
Gaussian,39.49,0.9958,0.1427,0.0018
Gaussian,39.86,0.9967,0.1429,0.0019
Gaussian,39.25,0.9949,0.1459,0.0018
Gaussian,39.39,0.9941,0.1478,0.0019
Gaussian,39.33,0.9942,0.1415,0.0018
Gaussian,39.71,0.9974,0.141,0.0019
Gaussian,39.62,0.9968,0.1349,0.0018
Gaussian,39.34,0.9965,0.1472,0.0018
Gaussian,39.28,0.9967,0.1399,0.0018
Gaussian,39.77,0.997,0.1439,0.0018
Gaussian,39.52,0.9972,0.135,0.0018
Gaussian,39.33,0.9942,0.1421,0.0018
Gaussian,39.58,0.9953,0.1475,0.0019
Gaussian,39.41,0.9965,0.1471,0.0018
Gaussian,39.49,0.9968,0.1442,0.0018
Gaussian,39.69,0.9974,0.136,0.0018
Gaussian,39.08,0.993,0.1612,0.0018
Gaussian,39.35,0.9942,0.1475,0.0018
Gaussian,39.79,0.9971,0.1478,0.0021
Gaussian,39.22,0.9948,0.1515,0.0018
Gaussian,39.52,0.9969,0.1425,0.0018
Gaussian,39.59,0.9971,0.1366,0.0018
Gaussian,38.98,0.9942,0.1607,0.0018
Gaussian,39.39,0.9958,0.1438,0.0018
Gaussian,39.76,0.9968,0.143,0.0018
Gaussian,39.77,0.9981,0.1293,0.0018
Gaussian,39.87,0.9981,0.1335,0.0019
Gaussian,39.55,0.9947,0.1482,0.0018
Gaussian,39.61,0.9969,0.1344,0.0018
Gaussian,39.32,0.9939,0.1475,0.0018
Gaussian,39.79,0.9978,0.1353,0.0018
Gaussian,39.43,0.9965,0.1472,0.0018
Gaussian,39.56,0.9963,0.1473,0.0018
Gaussian,39.86,0.9975,0.141,0.0018
Gaussian,39.36,0.9965,0.1399,0.0018
Gaussian,39.06,0.9928,0.1616,0.0018
Gaussian,39.11,0.994,0.1601,0.0018
Gaussian,39.53,0.9969,0.1427,0.0018
Gaussian,39.5,0.9949,0.1482,0.0018
Gaussian,39.64,0.9938,0.1473,0.0018
Gaussian,39.81,0.9978,0.1355,0.0018
Gaussian,39.31,0.9943,0.1417,0.0018
Gaussian,39.47,0.996,0.1441,0.0018
Gaussian,39.46,0.997,0.143,0.0018
Gaussian,39.86,0.9976,0.1407,0.0018
Gaussian,39.32,0.9966,0.1397,0.0018
Gaussian,39.38,0.9959,0.1438,0.0018
Gaussian,39.64,0.9974,0.1329,0.0018
Gaussian,39.77,0.9981,0.1293,0.0018
Gaussian,39.75,0.9974,0.1428,0.0018
Gaussian,39.84,0.9968,0.1424,0.0018
Gaussian,39.28,0.9967,0.1399,0.0018
Gaussian,39.49,0.9967,0.1418,0.0018
Gaussian,39.57,0.9952,0.148,0.0018
Gaussian,39.38,0.9943,0.1435,0.0018
Gaussian,39.9,0.9975,0.1455,0.0018
Gaussian,39.1,0.994,0.1602,0.0018
Gaussian,39.34,0.994,0.1453,0.0018
Gaussian,39.95,0.9977,0.1394,0.002
Gaussian,39.62,0.9974,0.1364,0.0019
Gaussian,39.53,0.9939,0.1474,0.0018
Gaussian,39.1,0.9929,0.161,0.0018
Gaussian,39.95,0.9977,0.1394,0.0018
Gaussian,39.39,0.9965,0.1389,0.0018
Gaussian,39.63,0.9972,0.1341,0.0018
Gaussian,39.65,0.9973,0.141,0.0018
Gaussian,39.28,0.9943,0.142,0.0019
Gaussian,39.63,0.9974,0.1361,0.0018
Gaussian,39.06,0.9943,0.1577,0.0018
Gaussian,39.59,0.9968,0.1347,0.0018
Gaussian,39.81,0.997,0.142,0.0018
Gaussian,39.65,0.9937,0.1472,0.0018
Gaussian,39.78,0.9955,0.1473,0.0018
Gaussian,39.64,0.9974,0.1414,0.0018
Gaussian,39.4,0.9941,0.1482,0.002
Gaussian,39.28,0.9962,0.1513,0.0018
Gaussian,38.92,0.9928,0.1559,0.0018
Gaussian,39.7,0.9974,0.1359,0.0018
Gaussian,39.67,0.9938,0.1471,0.0018
Gaussian,39.08,0.993,0.1609,0.0018
Gaussian,39.65,0.9974,0.1361,0.0018
Gaussian,39.57,0.9953,0.147,0.0018
Gaussian,40.01,0.9978,0.1388,0.0018
Gaussian,39.41,0.9947,0.1517,0.0018
Gaussian,39.37,0.9966,0.1392,0.0019
Gaussian,39.0,0.9942,0.1604,0.0018
Gaussian,39.81,0.9971,0.1478,0.0019
Gaussian,39.57,0.9971,0.1367,0.0018
Gaussian,39.62,0.9973,0.1333,0.0018
Gaussian,38.89,0.9928,0.1559,0.0018
Gaussian,39.47,0.9961,0.1439,0.0019
Gaussian,39.8,0.9971,0.1412,0.0018
Gaussian,39.83,0.9971,0.1422,0.0018
Gaussian,38.89,0.9927,0.1562,0.0018
Gaussian,39.58,0.9971,0.1366,0.0018
Gaussian,39.08,0.9929,0.1614,0.0019
Gaussian,39.12,0.9944,0.1561,0.0018
Gaussian,39.29,0.9942,0.1429,0.0018
Gaussian,39.5,0.9973,0.1421,0.0018
Gaussian,39.31,0.9963,0.14,0.0018
Gaussian,39.6,0.997,0.1426,0.0018
Gaussian,39.55,0.9935,0.1484,0.0019
Gaussian,39.79,0.9978,0.1353,0.0018
Gaussian,39.6,0.9974,0.1414,0.0018
Gaussian,39.62,0.9974,0.1364,0.0018
Gaussian,38.98,0.994,0.1599,0.0018
Gaussian,39.8,0.9978,0.1355,0.0018
Gaussian,39.1,0.9945,0.1565,0.0018
Gaussian,39.66,0.9974,0.134,0.0019
Gaussian,39.64,0.9968,0.1344,0.0018
Gaussian,39.09,0.9929,0.1612,0.0018
Gaussian,39.56,0.9973,0.1421,0.0018
Gaussian,39.4,0.994,0.1467,0.0018
Gaussian,40.01,0.9977,0.1399,0.0018
Gaussian,38.89,0.9928,0.156,0.0018
Gaussian,39.76,0.9971,0.1439,0.0018
Gaussian,39.35,0.9943,0.1437,0.0018
Gaussian,39.8,0.9981,0.1294,0.0018
Gaussian,39.64,0.9952,0.1469,0.0018
Gaussian,39.86,0.9976,0.1402,0.0018
Gaussian,39.66,0.9964,0.1455,0.0018
Gaussian,39.3,0.9967,0.1397,0.0018
Gaussian,39.74,0.9973,0.1465,0.0018
Gaussian,39.87,0.9973,0.1451,0.0018
Gaussian,38.91,0.9928,0.156,0.0018
Gaussian,39.53,0.9973,0.1414,0.0018
Gaussian,39.63,0.9967,0.1349,0.0018
Gaussian,39.85,0.9976,0.1411,0.0018
Gaussian,38.92,0.9927,0.1561,0.0018
Gaussian,39.61,0.9967,0.1435,0.0018
Gaussian,39.7,0.9965,0.1444,0.0019
Gaussian,39.78,0.9981,0.1292,0.0018
Gaussian,39.42,0.9967,0.1454,0.0018
Gaussian,39.82,0.9971,0.1478,0.0018
Gaussian,39.47,0.997,0.1418,0.0018
Gaussian,39.84,0.9971,0.1423,0.0019
Gaussian,39.78,0.9955,0.1469,0.0018
Gaussian,39.67,0.9974,0.1359,0.0018
Gaussian,39.43,0.9967,0.1428,0.0018
Gaussian,39.81,0.9981,0.1337,0.0018
Gaussian,39.58,0.9939,0.1463,0.0018
Gaussian,39.05,0.9928,0.1618,0.0018
Gaussian,39.53,0.997,0.1423,0.0018
Gaussian,39.7,0.9975,0.1416,0.0018
Gaussian,39.29,0.9949,0.1513,0.0018
Gaussian,39.8,0.9978,0.1354,0.0018
Gaussian,39.59,0.9953,0.147,0.0018
Gaussian,38.94,0.9928,0.1559,0.0018
Gaussian,39.99,0.9974,0.1431,0.002
Gaussian,39.93,0.9976,0.1421,0.0019
Gaussian,39.71,0.9975,0.1442,0.0018
Gaussian,39.84,0.9978,0.1388,0.0018
Gaussian,39.8,0.9974,0.1418,0.0018
Gaussian,39.9,0.9975,0.1424,0.0019
Gaussian,39.77,0.9968,0.1407,0.0018
Gaussian,39.71,0.9974,0.1442,0.0019
Gaussian,39.97,0.9977,0.1433,0.0018
Gaussian,39.42,0.9945,0.1444,0.0018
Gaussian,39.94,0.9977,0.1432,0.0025
Gaussian,40.01,0.9977,0.1432,0.002
Gaussian,39.67,0.9971,0.1504,0.0018
Gaussian,39.72,0.9975,0.1448,0.0018
Gaussian,39.82,0.9973,0.1436,0.0018
Gaussian,40.06,0.9978,0.1426,0.0018
Gaussian,39.92,0.9975,0.1418,0.0019
Gaussian,39.89,0.9976,0.1415,0.0018
Gaussian,39.84,0.9975,0.1409,0.0018
Gaussian,39.68,0.9964,0.1457,0.0018
Gaussian,39.68,0.9977,0.1371,0.0018
Gaussian,39.34,0.9936,0.1533,0.0018
Gaussian,39.76,0.9975,0.1384,0.0018
Gaussian,39.65,0.997,0.1436,0.0018
Gaussian,39.97,0.9978,0.1406,0.0018
Gaussian,39.71,0.9968,0.1403,0.0018
Gaussian,39.72,0.9974,0.1435,0.0018
Gaussian,39.84,0.9976,0.1423,0.0018
Gaussian,39.85,0.9976,0.1426,0.0018
Gaussian,39.94,0.9977,0.1417,0.0018
Gaussian,39.79,0.9974,0.1452,0.0019
Gaussian,39.7,0.9976,0.1381,0.0018
Gaussian,39.89,0.9973,0.1422,0.0018
Gaussian,40.0,0.9972,0.1414,0.0018
Gaussian,39.74,0.9969,0.141,0.0018
Gaussian,39.77,0.9974,0.1421,0.0018
Gaussian,39.93,0.9977,0.1423,0.0018
Gaussian,39.96,0.9976,0.1447,0.0019
Gaussian,39.76,0.9972,0.143,0.0018
Gaussian,39.98,0.998,0.139,0.0019
Gaussian,39.71,0.9972,0.1437,0.0018
Gaussian,39.76,0.9974,0.1451,0.0019
Gaussian,39.92,0.9976,0.1416,0.0018
Gaussian,39.97,0.9978,0.1428,0.0018
Gaussian,39.92,0.9974,0.1404,0.0018
Gaussian,39.88,0.9976,0.1439,0.0018
Gaussian,39.76,0.9973,0.1434,0.0018
Gaussian,39.92,0.9977,0.1433,0.0018
Gaussian,39.43,0.9961,0.15,0.0018
Gaussian,40.08,0.9979,0.1419,0.0018
Gaussian,39.49,0.9935,0.1517,0.0019
Gaussian,39.72,0.9974,0.1445,0.0019
Gaussian,39.97,0.9977,0.1407,0.0018
Gaussian,39.56,0.9964,0.1486,0.0018
Gaussian,39.6,0.9966,0.1399,0.0018
Gaussian,39.39,0.9935,0.153,0.0018
Gaussian,39.5,0.9958,0.1428,0.0018
Gaussian,39.87,0.9974,0.1422,0.0018
Gaussian,39.7,0.9973,0.146,0.0018
Gaussian,39.91,0.9973,0.1426,0.0018
Gaussian,39.6,0.9969,0.1501,0.0018
Gaussian,39.64,0.9974,0.1438,0.0018
Gaussian,39.75,0.9972,0.1426,0.0018
Gaussian,39.55,0.9972,0.1456,0.0018
Gaussian,39.96,0.9975,0.145,0.0019
Gaussian,39.81,0.9974,0.1417,0.0018
Gaussian,39.89,0.9978,0.1438,0.0018
Gaussian,39.82,0.9978,0.1388,0.0018
Gaussian,39.95,0.9976,0.1439,0.0018
Gaussian,40.02,0.9979,0.141,0.0018
Gaussian,40.08,0.9979,0.1409,0.0022
Gaussian,39.84,0.9975,0.1457,0.0022
Gaussian,39.73,0.9972,0.1429,0.0018
Gaussian,39.62,0.9965,0.145,0.0018
Gaussian,39.66,0.9967,0.1391,0.0019
Gaussian,39.64,0.9975,0.1437,0.0018
Gaussian,39.95,0.9979,0.1406,0.0018
Gaussian,39.91,0.9978,0.1426,0.0018
Gaussian,39.96,0.9978,0.1446,0.0018
Gaussian,39.81,0.9978,0.1382,0.0019
Gaussian,39.76,0.9969,0.1404,0.0018
Gaussian,39.94,0.9979,0.1385,0.0018
Gaussian,39.62,0.9946,0.1421,0.0018
Gaussian,39.66,0.9966,0.1412,0.0018
Gaussian,39.82,0.9975,0.1413,0.0018
Gaussian,39.56,0.9972,0.1461,0.0018
Gaussian,39.72,0.9973,0.1475,0.0018
Gaussian,39.94,0.9975,0.1455,0.0019
Gaussian,39.98,0.9978,0.1409,0.0018
Gaussian,39.61,0.9975,0.1426,0.0018
Gaussian,39.46,0.9934,0.1525,0.0018
Gaussian,39.8,0.9978,0.1391,0.0018
Gaussian,39.82,0.9977,0.1444,0.0018
Gaussian,39.71,0.9948,0.1422,0.0018
Gaussian,40.06,0.998,0.1394,0.0018
Gaussian,39.69,0.9975,0.1428,0.0019
Gaussian,39.77,0.9974,0.1426,0.0018
Gaussian,39.53,0.9945,0.1427,0.0018
Gaussian,40.03,0.9978,0.142,0.0018
Gaussian,39.68,0.9977,0.1377,0.0018
Gaussian,39.84,0.9978,0.1358,0.0018
Gaussian,39.34,0.9959,0.1385,0.002
Gaussian,39.97,0.9978,0.1374,0.0019
Gaussian,39.36,0.9956,0.1496,0.0018
Gaussian,39.5,0.9945,0.1424,0.0018
Gaussian,39.73,0.9964,0.1407,0.0018
Gaussian,39.51,0.9946,0.1433,0.0018
Gaussian,39.73,0.997,0.1448,0.0018
Gaussian,39.52,0.9973,0.1368,0.0018
Gaussian,39.33,0.9961,0.1364,0.0018
Gaussian,39.11,0.9941,0.1531,0.0018
Gaussian,39.48,0.9959,0.1522,0.0018
Gaussian,39.32,0.9961,0.1368,0.0018
Gaussian,39.73,0.9964,0.1409,0.0018
Gaussian,39.32,0.9961,0.1456,0.0018
Gaussian,39.2,0.9955,0.1455,0.0018
Gaussian,39.68,0.997,0.1423,0.0018
Gaussian,39.34,0.9958,0.1484,0.0018
Gaussian,39.36,0.9968,0.1332,0.0018
Gaussian,39.31,0.9961,0.1458,0.0019
Gaussian,39.11,0.9941,0.1527,0.0018
Gaussian,39.35,0.9961,0.1358,0.0018
Gaussian,39.48,0.9969,0.1345,0.0018
Gaussian,39.72,0.9971,0.1419,0.0018
Gaussian,39.73,0.9976,0.1402,0.0018
Gaussian,39.21,0.9956,0.1534,0.0018
Gaussian,39.48,0.9943,0.1442,0.0018
Gaussian,39.49,0.9961,0.152,0.0019
Gaussian,39.99,0.9979,0.14,0.0019
Gaussian,39.78,0.9976,0.1409,0.0018
Gaussian,39.2,0.9961,0.146,0.0018
Gaussian,39.32,0.9958,0.1393,0.0018
Gaussian,39.78,0.997,0.1432,0.0018
Gaussian,39.94,0.9977,0.1414,0.0018
Gaussian,39.32,0.9961,0.1369,0.0023
Gaussian,39.54,0.997,0.1379,0.0022
Gaussian,39.25,0.9959,0.1469,0.002
Gaussian,39.78,0.9976,0.1409,0.0018
Gaussian,39.79,0.9973,0.1425,0.0018
Gaussian,39.71,0.9964,0.1412,0.0018
Gaussian,39.39,0.9972,0.1319,0.0019
Gaussian,39.68,0.9975,0.1392,0.0018
Gaussian,39.24,0.9959,0.1509,0.0018
Gaussian,39.34,0.9958,0.1382,0.0021
Gaussian,39.5,0.9944,0.1433,0.0018
Gaussian,39.79,0.9976,0.14,0.0018
Gaussian,39.49,0.9969,0.139,0.0018
Gaussian,39.59,0.9968,0.1445,0.0018
Gaussian,39.68,0.9968,0.1417,0.0019
Gaussian,39.46,0.9959,0.1522,0.0018
Gaussian,39.55,0.9969,0.1421,0.0018
Gaussian,39.24,0.9962,0.1474,0.0018
Gaussian,39.86,0.9979,0.1358,0.0018
Gaussian,39.52,0.9946,0.1431,0.0018
Gaussian,39.73,0.9964,0.1404,0.0018
Gaussian,39.59,0.9946,0.1445,0.0018
Gaussian,39.59,0.9945,0.1444,0.0018
Gaussian,39.67,0.9968,0.1417,0.0018
Gaussian,39.69,0.9961,0.1415,0.0018
Gaussian,39.2,0.996,0.1461,0.0018
Gaussian,39.49,0.9969,0.1388,0.0021
Gaussian,39.49,0.9969,0.1397,0.0018
Gaussian,39.5,0.9973,0.1403,0.0018
Gaussian,39.19,0.9954,0.1481,0.0018
Gaussian,39.5,0.9968,0.1398,0.0019
Gaussian,39.53,0.9945,0.1417,0.002
Gaussian,39.8,0.9975,0.1401,0.0018
Gaussian,39.78,0.9976,0.1412,0.0018
Gaussian,39.55,0.997,0.1418,0.0018
Gaussian,39.52,0.9973,0.1373,0.0018
Gaussian,39.57,0.9946,0.1442,0.0018
Gaussian,39.5,0.997,0.1375,0.0019
Gaussian,39.86,0.9966,0.1427,0.0019
Gaussian,39.3,0.9956,0.1488,0.0018
Gaussian,39.51,0.997,0.1395,0.0018
Gaussian,39.62,0.9973,0.1373,0.0019
Gaussian,39.85,0.9979,0.1357,0.0018
Gaussian,39.11,0.9942,0.1505,0.0018
Gaussian,39.74,0.9976,0.1411,0.0018
Gaussian,39.79,0.9971,0.1429,0.0018
Gaussian,39.56,0.9968,0.1434,0.0018
Gaussian,39.52,0.9944,0.1426,0.0019
Gaussian,39.56,0.997,0.1404,0.0019
Gaussian,39.75,0.9969,0.1432,0.0024
Gaussian,39.57,0.9946,0.1442,0.0021
Gaussian,39.79,0.9971,0.1441,0.0018
Gaussian,39.47,0.9971,0.1385,0.0018
Gaussian,39.74,0.9976,0.1403,0.002
Gaussian,39.83,0.9977,0.1399,0.0019
Gaussian,39.76,0.9977,0.1399,0.0018
Gaussian,39.96,0.9978,0.1407,0.0018
Gaussian,39.5,0.997,0.138,0.0018
Gaussian,39.49,0.9961,0.1517,0.0018
Gaussian,39.31,0.9956,0.1465,0.0018
Gaussian,39.24,0.9961,0.1385,0.0018
Gaussian,39.34,0.9966,0.1362,0.0018
Gaussian,39.27,0.9957,0.1491,0.0018
Gaussian,39.5,0.9971,0.1373,0.0018
Gaussian,39.53,0.9966,0.1437,0.0019
Gaussian,39.22,0.9955,0.1515,0.0018
Gaussian,39.6,0.9944,0.1419,0.0018
Gaussian,39.53,0.9971,0.1373,0.0018
Gaussian,39.83,0.9977,0.1385,0.0018
Gaussian,39.5,0.9964,0.136,0.0022
Gaussian,39.52,0.9973,0.1358,0.0018
Gaussian,39.8,0.9971,0.142,0.0018
Gaussian,39.57,0.9967,0.1452,0.0018
Gaussian,39.34,0.9962,0.1449,0.0018
Gaussian,39.38,0.9967,0.1339,0.0018
Gaussian,39.66,0.9967,0.1419,0.0018
