Noise Type,Average PSNR,Average SSIM,Average VIF,Average Processing Time per Frame
Poisson,45.16,0.9947,0.1013,0.0019
Poisson,43.25,0.9921,0.104,0.0019
Poisson,42.97,0.9917,0.1078,0.0019
Poisson,45.33,0.9948,0.097,0.0019
Poisson,45.24,0.9916,0.0891,0.0019
Poisson,42.97,0.9909,0.1159,0.0018
Poisson,43.11,0.9931,0.1184,0.0018
Poisson,45.17,0.9917,0.0856,0.0018
Poisson,45.03,0.9916,0.0965,0.0019
Poisson,42.34,0.9922,0.1271,0.002
Poisson,43.74,0.9916,0.1083,0.0018
Poisson,43.32,0.9935,0.1197,0.0019
Poisson,44.04,0.9923,0.1025,0.0018
Poisson,42.75,0.9934,0.1163,0.0018
Poisson,43.57,0.9927,0.1049,0.0019
Poisson,43.78,0.9919,0.1006,0.0019
Poisson,43.67,0.9919,0.1003,0.0018
Poisson,44.01,0.9888,0.1097,0.0019
Poisson,42.88,0.9923,0.1105,0.0019
Poisson,45.45,0.9916,0.0849,0.0019
Poisson,42.02,0.9931,0.1345,0.0019
Poisson,43.45,0.9919,0.1055,0.0019
Poisson,43.66,0.993,0.1153,0.0019
Poisson,43.16,0.994,0.0981,0.0019
Poisson,43.74,0.9932,0.1135,0.0018
Poisson,44.42,0.9918,0.0985,0.0018
Poisson,45.86,0.9905,0.0867,0.0019
Poisson,45.41,0.9907,0.0851,0.0019
Poisson,45.54,0.9913,0.089,0.0019
Poisson,44.58,0.9909,0.0736,0.0019
Poisson,44.38,0.9922,0.1014,0.0019
Poisson,45.21,0.9902,0.0875,0.0019
Poisson,43.72,0.9919,0.1057,0.0019
Poisson,43.96,0.9927,0.1055,0.0019
Poisson,44.0,0.9905,0.102,0.0019
Poisson,45.31,0.9911,0.0638,0.0019
Poisson,45.4,0.9901,0.0893,0.0019
Poisson,45.22,0.9915,0.0922,0.0019
Poisson,46.45,0.9931,0.0659,0.0019
Poisson,44.93,0.9918,0.0925,0.0019
Poisson,44.42,0.9935,0.097,0.0019
Poisson,44.08,0.9887,0.107,0.0019
Poisson,42.9,0.9932,0.108,0.0019
Poisson,44.76,0.9899,0.1002,0.0019
Poisson,44.69,0.9872,0.0935,0.0019
Poisson,44.73,0.9887,0.0908,0.0019
Poisson,45.04,0.9905,0.0903,0.0019
Poisson,45.95,0.9914,0.0828,0.0019
Poisson,45.03,0.9894,0.0967,0.0019
Poisson,45.99,0.9923,0.0546,0.0019
Poisson,44.5,0.9928,0.1034,0.0019
Poisson,43.71,0.9921,0.1098,0.0019
Poisson,43.85,0.9906,0.102,0.0018
Poisson,45.29,0.9896,0.0968,0.0018
Poisson,43.25,0.9897,0.1073,0.0018
Poisson,44.97,0.9904,0.0834,0.0019
Poisson,45.41,0.9905,0.0931,0.0019
Poisson,43.78,0.9904,0.1101,0.0018
Poisson,44.69,0.9919,0.0986,0.0018
Poisson,46.3,0.9919,0.0895,0.0019
Poisson,44.53,0.992,0.0928,0.0019
Poisson,44.11,0.9936,0.0982,0.0019
Poisson,44.82,0.989,0.0976,0.0019
Poisson,45.32,0.9916,0.0834,0.0019
Poisson,45.3,0.9914,0.0964,0.0019
Poisson,46.38,0.9894,0.0748,0.0019
Poisson,43.49,0.992,0.1075,0.0019
Poisson,45.23,0.99,0.0893,0.0019
Poisson,44.71,0.994,0.0947,0.0019
Poisson,45.78,0.9917,0.0873,0.0019
Poisson,45.36,0.9923,0.0862,0.0018
Poisson,44.31,0.9939,0.0952,0.0019
Poisson,43.04,0.9867,0.1139,0.0019
Poisson,45.9,0.9919,0.0864,0.0018
Poisson,43.96,0.9928,0.1045,0.0019
Poisson,44.57,0.9926,0.0865,0.0019
Poisson,43.72,0.9905,0.1093,0.0019
Poisson,44.04,0.9924,0.102,0.0019
Poisson,44.3,0.9907,0.0995,0.0019
Poisson,46.31,0.9934,0.0841,0.0019
Poisson,42.84,0.9934,0.1073,0.0019
Poisson,45.1,0.9902,0.0704,0.0019
Poisson,44.79,0.9906,0.0983,0.0019
Poisson,43.82,0.9929,0.0958,0.0019
Poisson,43.83,0.9881,0.0959,0.0019
Poisson,45.79,0.9919,0.0775,0.0019
Poisson,46.22,0.9936,0.0873,0.0019
Poisson,43.8,0.9916,0.1037,0.0019
Poisson,43.45,0.9868,0.1066,0.0018
Poisson,44.91,0.9889,0.0971,0.0018
Poisson,45.53,0.9911,0.0895,0.0018
Poisson,43.89,0.9889,0.1006,0.0019
Poisson,45.11,0.9915,0.098,0.0019
Poisson,45.42,0.9892,0.0925,0.0019
Poisson,42.9,0.9873,0.1083,0.0019
Poisson,44.43,0.9928,0.098,0.0019
Poisson,45.11,0.9919,0.091,0.0018
Poisson,44.23,0.9906,0.0995,0.0018
Poisson,45.36,0.9914,0.0919,0.0019
Poisson,44.94,0.992,0.0928,0.0019
Poisson,44.54,0.9922,0.1031,0.0019
Poisson,45.38,0.9922,0.0822,0.0019
Poisson,45.92,0.9926,0.0858,0.0019
Poisson,45.87,0.9923,0.0867,0.0019
Poisson,43.98,0.9912,0.1072,0.0019
Poisson,45.4,0.9916,0.092,0.0019
Poisson,45.72,0.9899,0.0755,0.0019
Poisson,45.82,0.9925,0.088,0.0019
Poisson,44.07,0.9918,0.1,0.0019
Poisson,45.19,0.9912,0.0923,0.0019
Poisson,46.39,0.9892,0.0811,0.0019
Poisson,45.7,0.993,0.0868,0.0019
Poisson,46.03,0.9927,0.0777,0.0019
Poisson,44.11,0.988,0.1027,0.0019
Poisson,46.46,0.9913,0.0715,0.0019
Poisson,43.85,0.9896,0.1015,0.0019
Poisson,43.94,0.9881,0.1084,0.0019
Poisson,42.87,0.9937,0.1055,0.0019
Poisson,44.3,0.9914,0.1016,0.0019
Poisson,45.06,0.9885,0.0985,0.0019
Poisson,45.11,0.9923,0.0833,0.0018
Poisson,44.53,0.9867,0.0985,0.0019
Poisson,43.78,0.9901,0.106,0.0018
Poisson,43.69,0.9911,0.1101,0.0019
Poisson,44.37,0.9886,0.1036,0.0018
Poisson,43.62,0.989,0.1045,0.0019
Poisson,46.21,0.9904,0.0748,0.0019
Poisson,44.85,0.9883,0.0842,0.0019
Poisson,44.68,0.9907,0.0718,0.0018
Poisson,45.47,0.9909,0.0917,0.0018
Poisson,44.79,0.9926,0.1003,0.0019
Poisson,45.23,0.9916,0.0883,0.0018
Poisson,44.6,0.9928,0.0948,0.0019
Poisson,44.19,0.989,0.1045,0.0019
Poisson,45.05,0.9939,0.0937,0.0019
Poisson,45.01,0.9914,0.096,0.0019
Poisson,44.95,0.9892,0.1,0.0019
Poisson,44.29,0.9903,0.0981,0.0019
Poisson,44.25,0.991,0.0984,0.0019
Poisson,44.37,0.9916,0.1005,0.0019
Poisson,43.57,0.9928,0.1041,0.0019
Poisson,45.88,0.9914,0.0768,0.0018
Poisson,46.19,0.9921,0.0773,0.0018
Poisson,44.45,0.9923,0.093,0.0019
Poisson,44.68,0.9891,0.0964,0.0019
Poisson,45.03,0.992,0.0905,0.0019
Poisson,44.0,0.9926,0.0938,0.0019
Poisson,45.01,0.9901,0.0872,0.0018
Poisson,43.73,0.9934,0.1052,0.0019
Poisson,45.16,0.9915,0.0946,0.0019
Poisson,44.36,0.9915,0.1011,0.0019
Poisson,45.18,0.9894,0.0972,0.0019
Poisson,43.49,0.9915,0.1133,0.0019
Poisson,45.11,0.9931,0.0923,0.0018
Poisson,43.85,0.9896,0.1048,0.0019
Poisson,43.67,0.9885,0.1059,0.0019
Poisson,44.72,0.9888,0.0869,0.0019
Poisson,45.77,0.9906,0.0786,0.0019
Poisson,45.38,0.9906,0.0864,0.0019
Poisson,45.09,0.9902,0.0897,0.0019
Poisson,45.22,0.9922,0.0942,0.0019
Poisson,44.37,0.9916,0.0968,0.0018
Poisson,45.01,0.9894,0.0993,0.0018
Poisson,45.55,0.9896,0.087,0.0019
Poisson,45.5,0.9928,0.0906,0.0018
Poisson,45.01,0.9911,0.0944,0.0018
Poisson,45.27,0.9906,0.0903,0.0019
Poisson,43.42,0.9934,0.1029,0.0019
Poisson,44.62,0.9913,0.0836,0.0019
Poisson,44.84,0.9924,0.0978,0.0019
Poisson,44.04,0.9907,0.106,0.0018
Poisson,45.4,0.9904,0.0862,0.0019
Poisson,43.48,0.9929,0.1035,0.0019
Poisson,44.48,0.9888,0.1016,0.0019
Poisson,45.65,0.9914,0.0884,0.0019
Poisson,45.19,0.9891,0.0843,0.0019
Poisson,45.92,0.9919,0.0867,0.0019
Poisson,43.69,0.9898,0.103,0.0019
Poisson,43.54,0.987,0.1119,0.0019
Poisson,47.2,0.9915,0.0697,0.0025
Poisson,45.88,0.992,0.0855,0.0018
Poisson,45.52,0.9894,0.0778,0.0019
Poisson,44.09,0.9911,0.101,0.0019
Poisson,43.32,0.9868,0.0991,0.0019
Poisson,44.95,0.9888,0.0952,0.0019
Poisson,45.86,0.9921,0.0849,0.0019
Poisson,45.27,0.9892,0.092,0.0019
Poisson,45.7,0.9905,0.0779,0.0019
Poisson,44.23,0.9907,0.1017,0.0019
Poisson,42.88,0.9878,0.1079,0.0018
Poisson,46.22,0.9917,0.0744,0.0018
Poisson,46.47,0.9942,0.078,0.0018
Poisson,43.34,0.9907,0.0957,0.0019
Poisson,45.85,0.9941,0.0947,0.0018
Poisson,44.38,0.9915,0.093,0.0019
Poisson,44.23,0.9934,0.0955,0.0019
Poisson,44.38,0.9935,0.0955,0.0019
Poisson,44.4,0.9895,0.0903,0.0019
Poisson,42.97,0.9924,0.1093,0.0019
Poisson,43.54,0.9907,0.0927,0.0019
Poisson,47.85,0.9938,0.0687,0.0018
Poisson,44.82,0.994,0.0821,0.0018
Poisson,43.08,0.9866,0.1106,0.0019
Poisson,46.5,0.9941,0.0766,0.0019
Poisson,46.44,0.9937,0.0625,0.0019
Poisson,44.46,0.9918,0.0934,0.0019
Poisson,44.83,0.9923,0.0935,0.0019
Poisson,46.04,0.9936,0.0755,0.0019
Poisson,43.65,0.9922,0.1066,0.0018
Poisson,45.92,0.9934,0.0765,0.0019
Poisson,46.44,0.9938,0.0633,0.0019
Poisson,46.17,0.9917,0.075,0.0019
Poisson,43.49,0.9871,0.1024,0.0019
Poisson,44.8,0.9925,0.0955,0.0018
Poisson,44.75,0.9923,0.0963,0.0018
Poisson,47.84,0.9937,0.069,0.0019
Poisson,43.37,0.9908,0.0951,0.0019
Poisson,43.19,0.9876,0.1089,0.0018
Poisson,45.09,0.9928,0.0874,0.0019
Poisson,44.4,0.9894,0.0902,0.0019
Poisson,47.44,0.994,0.0589,0.0018
Poisson,44.35,0.9934,0.0946,0.0019
Poisson,43.37,0.9908,0.095,0.0019
Poisson,44.39,0.9934,0.096,0.0019
Poisson,47.52,0.9942,0.0737,0.0018
Poisson,44.87,0.9924,0.0941,0.0019
Poisson,46.29,0.9941,0.0575,0.0018
Poisson,43.68,0.9898,0.1033,0.0019
Poisson,46.21,0.992,0.0729,0.0019
Poisson,42.83,0.9864,0.1108,0.0019
Poisson,43.49,0.9917,0.111,0.0018
Poisson,43.95,0.9905,0.1016,0.0019
Poisson,47.82,0.9937,0.0698,0.0019
Poisson,43.56,0.9872,0.1015,0.0019
Poisson,47.84,0.9938,0.0694,0.0018
Poisson,44.3,0.9934,0.0957,0.0019
Poisson,46.2,0.9919,0.0732,0.0019
Poisson,46.04,0.9936,0.0749,0.0019
Poisson,45.16,0.993,0.0871,0.0019
Poisson,45.84,0.9948,0.0812,0.0019
Poisson,45.92,0.9949,0.0813,0.0018
Poisson,45.87,0.9949,0.0816,0.0019
Poisson,46.62,0.9944,0.0775,0.0019
Poisson,44.45,0.9896,0.09,0.0019
Poisson,47.31,0.994,0.0597,0.0018
Poisson,48.31,0.9946,0.0608,0.0019
Poisson,47.39,0.994,0.0596,0.0018
Poisson,45.74,0.9936,0.0913,0.0019
Poisson,42.64,0.9879,0.1106,0.0018
Poisson,46.02,0.9937,0.093,0.0019
Poisson,48.2,0.9945,0.0621,0.0018
Poisson,43.63,0.9922,0.1074,0.0018
Poisson,46.9,0.9935,0.0736,0.0019
Poisson,46.04,0.9935,0.0756,0.0019
Poisson,43.19,0.9878,0.1091,0.0019
Poisson,45.66,0.9938,0.0944,0.0019
Poisson,44.37,0.9935,0.0951,0.0018
Poisson,48.28,0.9946,0.0617,0.0018
Poisson,45.89,0.9948,0.0819,0.0018
Poisson,42.54,0.9926,0.114,0.0019
Poisson,47.89,0.9937,0.0687,0.0019
Poisson,42.82,0.9926,0.1114,0.0019
Poisson,45.85,0.995,0.0812,0.0018
Poisson,46.61,0.9946,0.0767,0.0019
Poisson,44.87,0.9922,0.0933,0.0019
Poisson,46.97,0.9938,0.0743,0.0019
Poisson,46.63,0.9945,0.0766,0.0019
Poisson,45.91,0.9949,0.0813,0.0019
Poisson,43.54,0.9917,0.1114,0.0018
Poisson,45.61,0.9938,0.0951,0.0018
Poisson,44.35,0.9934,0.0958,0.0018
Poisson,43.59,0.9871,0.1019,0.0019
Poisson,43.64,0.9922,0.1064,0.0018
Poisson,43.64,0.9921,0.1074,0.0018
Poisson,42.71,0.9926,0.113,0.0019
Poisson,43.63,0.9921,0.1074,0.0018
Poisson,43.52,0.9917,0.1113,0.0018
Poisson,47.77,0.9936,0.07,0.0018
Poisson,44.23,0.9935,0.0949,0.0019
Poisson,44.91,0.9926,0.094,0.0018
Poisson,46.9,0.9931,0.0753,0.0019
Poisson,43.42,0.9908,0.094,0.0019
Poisson,44.26,0.9912,0.1007,0.0019
Poisson,47.7,0.9944,0.0718,0.0018
Poisson,46.41,0.9942,0.0558,0.0018
Poisson,44.79,0.9941,0.0812,0.0018
Poisson,43.03,0.9874,0.1112,0.0019
Poisson,44.56,0.9915,0.0886,0.0019
Poisson,47.84,0.9937,0.0693,0.0019
Poisson,46.01,0.9935,0.0759,0.0019
Poisson,43.18,0.9878,0.1092,0.0019
Poisson,45.14,0.9874,0.089,0.0019
Poisson,43.57,0.9918,0.1107,0.0018
Poisson,43.51,0.9918,0.1106,0.0018
Poisson,46.31,0.9938,0.0899,0.0019
Poisson,44.24,0.9887,0.0941,0.0019
Poisson,44.72,0.9921,0.0959,0.0019
Poisson,45.13,0.993,0.0869,0.0019
Poisson,46.41,0.9936,0.0628,0.0019
Poisson,45.84,0.9949,0.0818,0.0018
Poisson,44.42,0.9898,0.0895,0.0019
Poisson,43.62,0.9921,0.1075,0.0019
Poisson,43.65,0.9922,0.1068,0.0018
Poisson,44.82,0.994,0.0817,0.0018
Poisson,46.54,0.9941,0.0767,0.0019
Poisson,43.4,0.9873,0.1033,0.0019
Poisson,46.48,0.9926,0.0757,0.0019
Poisson,45.32,0.9932,0.0858,0.0019
Poisson,46.39,0.9938,0.0632,0.0019
Poisson,44.84,0.9923,0.0958,0.0019
Poisson,43.53,0.9871,0.1016,0.0019
Poisson,44.82,0.994,0.0813,0.0018
Poisson,47.63,0.9943,0.073,0.0018
Poisson,43.61,0.9872,0.1011,0.0019
Poisson,46.3,0.994,0.0783,0.0019
Poisson,46.05,0.9936,0.0752,0.0018
Poisson,44.66,0.9915,0.0886,0.0019
Poisson,43.48,0.9876,0.1027,0.0018
Poisson,44.86,0.993,0.0869,0.0019
Poisson,43.72,0.9882,0.1082,0.0019
Poisson,46.02,0.994,0.0745,0.0019
Poisson,46.3,0.9931,0.0775,0.0019
Poisson,46.0,0.9921,0.0777,0.0019
Poisson,42.87,0.9909,0.1233,0.0019
Poisson,44.86,0.9913,0.0946,0.0019
Poisson,41.96,0.9819,0.1396,0.0019
Poisson,41.78,0.9878,0.1343,0.0019
Poisson,43.71,0.9897,0.1042,0.0019
Poisson,46.46,0.9937,0.0735,0.0019
Poisson,43.4,0.9879,0.1157,0.0019
Poisson,42.49,0.9916,0.1281,0.0019
Poisson,43.86,0.99,0.1015,0.0019
Poisson,41.89,0.9878,0.132,0.0019
Poisson,42.84,0.9907,0.1255,0.0019
Poisson,45.69,0.9894,0.0729,0.0017
Poisson,45.68,0.9934,0.0828,0.0019
Poisson,45.89,0.9925,0.0889,0.0019
Poisson,45.2,0.9925,0.0873,0.0019
Poisson,44.62,0.9909,0.098,0.0019
Poisson,45.24,0.9872,0.0753,0.0019
Poisson,44.11,0.993,0.1028,0.0019
Poisson,43.27,0.9903,0.1137,0.0018
Poisson,43.86,0.9898,0.1022,0.0018
Poisson,44.17,0.9933,0.1025,0.0019
Poisson,44.91,0.9929,0.0895,0.0019
Poisson,42.81,0.9905,0.1202,0.0019
Poisson,45.66,0.9932,0.0818,0.0019
Poisson,44.26,0.9927,0.1002,0.0019
Poisson,43.97,0.993,0.1049,0.0019
Poisson,46.33,0.9934,0.0734,0.0019
Poisson,42.72,0.9895,0.1139,0.0019
Poisson,45.41,0.9917,0.0867,0.0019
Poisson,46.17,0.994,0.073,0.0018
Poisson,42.51,0.99,0.1173,0.0019
Poisson,43.07,0.9907,0.1173,0.0018
Poisson,44.01,0.9887,0.0932,0.0019
Poisson,45.01,0.9929,0.0846,0.0019
Poisson,45.61,0.9922,0.0896,0.0019
Poisson,44.39,0.9917,0.0983,0.0019
Poisson,43.12,0.9847,0.1172,0.0018
Poisson,44.13,0.9904,0.1032,0.0018
Poisson,43.69,0.9875,0.1103,0.0019
Poisson,43.9,0.9934,0.121,0.0018
Poisson,45.69,0.9936,0.0815,0.0019
Poisson,46.27,0.9942,0.0717,0.0019
Poisson,43.82,0.9906,0.116,0.0019
Poisson,45.87,0.9935,0.076,0.0018
Poisson,43.59,0.9897,0.1063,0.0019
Poisson,47.03,0.9938,0.0644,0.0019
Poisson,42.57,0.9917,0.1262,0.0019
Poisson,42.71,0.9892,0.1143,0.0019
Poisson,42.5,0.9902,0.1181,0.0019
Poisson,47.73,0.9939,0.0574,0.0018
Poisson,42.93,0.9896,0.1174,0.0019
Poisson,41.99,0.9822,0.1386,0.0019
Poisson,45.92,0.9931,0.0916,0.0019
Poisson,43.85,0.9938,0.1212,0.0019
Poisson,46.36,0.9928,0.0769,0.0019
Poisson,41.73,0.9877,0.1354,0.0019
Poisson,43.87,0.991,0.1151,0.0019
Poisson,45.01,0.9919,0.087,0.0018
Poisson,45.56,0.9889,0.0734,0.0019
Poisson,44.38,0.9916,0.0985,0.0018
Poisson,45.16,0.9911,0.098,0.0018
Poisson,46.26,0.9933,0.0735,0.0019
Poisson,43.87,0.9937,0.1216,0.0019
Poisson,43.56,0.9887,0.1162,0.0019
Poisson,43.72,0.9877,0.1093,0.0019
Poisson,43.67,0.9907,0.1166,0.0019
Poisson,41.86,0.9816,0.1405,0.0018
Poisson,45.42,0.9921,0.0909,0.0019
Poisson,42.7,0.992,0.1193,0.0019
Poisson,42.67,0.9918,0.1262,0.0018
Poisson,46.88,0.994,0.0607,0.0018
Poisson,43.79,0.9895,0.109,0.0019
Poisson,46.68,0.9937,0.0634,0.0019
Poisson,43.78,0.9896,0.1093,0.0019
Poisson,43.1,0.9849,0.1162,0.0019
Poisson,42.03,0.9849,0.1363,0.0019
Poisson,45.59,0.9915,0.0889,0.0018
Poisson,41.89,0.982,0.1399,0.0019
Poisson,43.87,0.9885,0.0955,0.0019
Poisson,46.05,0.9926,0.0896,0.0019
Poisson,41.86,0.9875,0.1329,0.0019
Poisson,45.89,0.9928,0.091,0.002
Poisson,43.77,0.9905,0.1164,0.0019
Poisson,43.25,0.9915,0.108,0.0019
Poisson,44.9,0.9929,0.0875,0.0019
Poisson,45.69,0.9892,0.0738,0.0019
Poisson,46.3,0.9934,0.0724,0.0019
Poisson,43.56,0.9878,0.1017,0.0019
Poisson,45.32,0.992,0.0947,0.0019
Poisson,43.95,0.9935,0.1208,0.0018
Poisson,45.01,0.9918,0.0936,0.0019
Poisson,42.96,0.9902,0.1185,0.0019
Poisson,46.3,0.9931,0.0786,0.0019
Poisson,45.01,0.9915,0.0884,0.0019
Poisson,43.79,0.9921,0.1024,0.0018
Poisson,44.26,0.992,0.1082,0.0019
Poisson,43.23,0.992,0.1152,0.0019
Poisson,43.72,0.9935,0.1108,0.0019
Poisson,41.85,0.9847,0.1375,0.0019
Poisson,43.2,0.988,0.1112,0.0019
Poisson,43.46,0.9876,0.1072,0.0019
Poisson,44.17,0.9906,0.1064,0.0019
Poisson,43.34,0.9927,0.111,0.0018
Poisson,42.34,0.9825,0.1341,0.0018
Poisson,43.61,0.9939,0.0984,0.0019
Poisson,43.22,0.9936,0.1033,0.0019
Poisson,41.06,0.984,0.1361,0.0019
Poisson,44.97,0.9926,0.0752,0.0019
Poisson,43.83,0.9886,0.0948,0.0019
Poisson,43.57,0.989,0.1085,0.0019
Poisson,42.49,0.983,0.1306,0.0018
Poisson,41.7,0.9909,0.1284,0.0019
Poisson,43.81,0.9891,0.1037,0.0019
Poisson,43.69,0.993,0.1094,0.0018
Poisson,44.6,0.9924,0.0934,0.0019
Poisson,44.13,0.9919,0.0989,0.0019
Poisson,43.64,0.9877,0.0902,0.0019
Poisson,42.4,0.9872,0.1288,0.0019
Poisson,43.97,0.9888,0.107,0.0019
Poisson,44.31,0.9926,0.0995,0.0019
Poisson,43.84,0.9945,0.1066,0.0019
Poisson,43.78,0.9887,0.1084,0.0019
Poisson,42.99,0.9924,0.1147,0.0019
Poisson,44.19,0.9889,0.0982,0.0019
Poisson,42.33,0.9825,0.1341,0.0018
Poisson,43.39,0.9935,0.1014,0.0019
Poisson,43.87,0.9873,0.0896,0.0019
Poisson,43.42,0.9912,0.1075,0.0019
Poisson,43.78,0.9903,0.1076,0.0019
Poisson,44.2,0.9917,0.107,0.0019
Poisson,44.46,0.9882,0.0865,0.0018
Poisson,43.8,0.9901,0.114,0.0019
Poisson,41.3,0.9902,0.1361,0.0018
Poisson,43.52,0.9888,0.1095,0.0018
Poisson,41.74,0.9848,0.1408,0.0019
Poisson,43.76,0.9902,0.1066,0.0018
Poisson,43.58,0.9923,0.1113,0.0019
Poisson,43.57,0.9887,0.1092,0.0019
Poisson,42.23,0.9766,0.1366,0.0019
Poisson,42.53,0.9877,0.1284,0.0019
Poisson,42.51,0.9833,0.1305,0.0018
Poisson,43.58,0.9861,0.1078,0.0019
Poisson,43.94,0.9914,0.1086,0.0019
Poisson,42.43,0.9782,0.1332,0.0019
Poisson,43.71,0.9928,0.1099,0.0019
Poisson,44.11,0.9908,0.103,0.0019
Poisson,43.57,0.9888,0.1086,0.0019
Poisson,41.88,0.9848,0.138,0.0019
Poisson,42.91,0.9933,0.1084,0.0019
Poisson,44.02,0.9916,0.1075,0.0019
Poisson,42.71,0.9886,0.1249,0.0019
Poisson,45.1,0.9911,0.0847,0.0019
Poisson,44.23,0.9904,0.1064,0.0018
Poisson,43.32,0.9886,0.106,0.0018
Poisson,43.58,0.9925,0.1067,0.0019
Poisson,43.84,0.9942,0.1059,0.0019
Poisson,44.07,0.9901,0.1088,0.0018
Poisson,43.62,0.9884,0.0958,0.0019
Poisson,44.76,0.9923,0.0783,0.0018
Poisson,43.82,0.9896,0.1102,0.0019
Poisson,43.4,0.9926,0.1094,0.0019
Poisson,43.68,0.9918,0.1048,0.0019
Poisson,42.23,0.9773,0.1361,0.0019
Poisson,43.61,0.9889,0.1081,0.0018
Poisson,43.38,0.9928,0.1096,0.0018
Poisson,43.88,0.9909,0.1047,0.0018
Poisson,43.34,0.9874,0.1076,0.0019
Poisson,43.31,0.9878,0.1079,0.0018
Poisson,45.08,0.9914,0.089,0.0019
Poisson,42.3,0.9822,0.1347,0.0018
Poisson,43.81,0.9908,0.1031,0.0018
Poisson,43.49,0.9883,0.1,0.0019
Poisson,43.6,0.9899,0.1136,0.0019
Poisson,43.83,0.9901,0.113,0.0019
Poisson,45.6,0.9921,0.0788,0.0019
Poisson,41.36,0.988,0.1426,0.0019
Poisson,42.68,0.9886,0.1256,0.0019
Poisson,43.63,0.9929,0.1108,0.0019
Poisson,44.07,0.9941,0.1044,0.0019
Poisson,43.85,0.9905,0.1124,0.0018
Poisson,43.31,0.9889,0.0877,0.0019
Poisson,44.84,0.9925,0.078,0.0018
Poisson,43.62,0.9888,0.1039,0.0019
Poisson,43.58,0.9899,0.1155,0.0019
Poisson,42.37,0.9879,0.1297,0.0019
Poisson,43.69,0.9929,0.1131,0.0019
Poisson,43.68,0.9918,0.1048,0.0019
Poisson,42.55,0.9876,0.1274,0.0019
Poisson,43.26,0.9886,0.1071,0.0019
Poisson,45.56,0.9907,0.0792,0.0018
Poisson,41.45,0.9833,0.1539,0.0018
Poisson,42.4,0.9827,0.1325,0.0018
Poisson,45.58,0.9907,0.0809,0.0019
Poisson,43.81,0.9915,0.1039,0.0018
Poisson,45.13,0.9905,0.1029,0.0019
Poisson,43.31,0.9883,0.1067,0.0018
Poisson,43.46,0.9888,0.1092,0.0019
Poisson,42.46,0.9777,0.1332,0.0018
Poisson,43.58,0.9916,0.1052,0.0017
Poisson,41.29,0.9842,0.1553,0.0019
Poisson,43.76,0.9918,0.1032,0.0019
Poisson,43.47,0.9908,0.1076,0.0019
Poisson,45.15,0.9918,0.0778,0.0019
Poisson,43.27,0.994,0.1059,0.0019
Poisson,43.2,0.9942,0.1056,0.0019
Poisson,44.14,0.989,0.1048,0.0019
Poisson,42.64,0.9856,0.0999,0.0019
Poisson,44.02,0.9883,0.1064,0.0019
Poisson,42.74,0.9886,0.1252,0.0019
Poisson,43.72,0.9893,0.105,0.0019
Poisson,43.97,0.9883,0.1067,0.0019
Poisson,41.4,0.9847,0.154,0.0018
Poisson,43.23,0.9882,0.108,0.0019
Poisson,44.04,0.9885,0.1067,0.0019
Poisson,44.24,0.9904,0.1057,0.0019
Poisson,43.78,0.9926,0.1079,0.0018
Poisson,43.92,0.9882,0.1077,0.0018
Poisson,43.79,0.994,0.1081,0.0019
Poisson,42.14,0.9764,0.1377,0.0019
Poisson,42.94,0.9879,0.1137,0.0019
Poisson,43.75,0.9921,0.1036,0.0018
Poisson,43.59,0.989,0.1069,0.0018
Poisson,42.18,0.977,0.1371,0.0019
Poisson,44.33,0.9899,0.0984,0.0019
Poisson,42.4,0.9828,0.1327,0.0018
Poisson,44.2,0.9887,0.0973,0.0019
Poisson,41.93,0.9754,0.141,0.0019
Poisson,43.39,0.9888,0.0875,0.0019
Poisson,43.44,0.9896,0.1088,0.0018
Poisson,43.59,0.9926,0.1076,0.0019
Poisson,43.76,0.9858,0.1111,0.0019
Poisson,45.56,0.992,0.0784,0.0019
Poisson,44.01,0.9904,0.1082,0.0018
Poisson,42.91,0.9924,0.1149,0.0018
Poisson,43.45,0.9878,0.1042,0.0019
Poisson,43.41,0.9849,0.1068,0.0019
Poisson,44.44,0.9923,0.0949,0.0019
Poisson,43.63,0.99,0.118,0.0018
Poisson,43.44,0.9908,0.1079,0.0019
Poisson,43.2,0.9929,0.1082,0.0018
Poisson,41.32,0.9876,0.1433,0.0019
Poisson,44.1,0.9899,0.1063,0.0018
Poisson,42.9,0.9922,0.1163,0.0019
Poisson,43.48,0.9906,0.1046,0.0019
Poisson,46.54,0.9948,0.0921,0.0019
Poisson,46.3,0.9944,0.0825,0.0019
Poisson,44.35,0.9918,0.1034,0.002
Poisson,44.03,0.9912,0.0926,0.0019
Poisson,42.67,0.9792,0.1207,0.0019
Poisson,44.46,0.9925,0.0685,0.0019
Poisson,46.09,0.9914,0.0839,0.0019
Poisson,45.84,0.9919,0.0804,0.002
Poisson,45.49,0.989,0.093,0.0019
Poisson,43.07,0.9939,0.0989,0.0018
Poisson,43.31,0.9912,0.1063,0.0019
Poisson,45.69,0.9946,0.0851,0.0018
Poisson,43.21,0.9899,0.114,0.0019
Poisson,43.7,0.9941,0.0931,0.0018
Poisson,46.12,0.9946,0.0808,0.0018
Poisson,46.33,0.9949,0.0756,0.0019
Poisson,45.38,0.9918,0.0887,0.0019
Poisson,45.12,0.9938,0.0899,0.0019
Poisson,46.22,0.9926,0.0738,0.0018
Poisson,44.43,0.9929,0.09,0.0019
