Video Path,Elapsed Time (ms),Average Frame Time (ms)
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g18_c01.avi,7016.159772872925,63.33867488084016
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g08_c03.avi,8357.781648635864,62.97895562557774
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g04_c07.avi,8712.501764297485,62.83387824566695
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g07_c03.avi,7602.240800857544,64.6531314685427
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g19_c04.avi,8714.422464370728,68.28082364702982
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g07_c02.avi,9312.487840652466,68.721180531516
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g02_c03.avi,7741.375207901001,68.16149183682033
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g02_c05.avi,5072.553634643555,63.689699539771446
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g21_c01.avi,7551.42879486084,63.60267370175092
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g04_c05.avi,8016.450881958008,62.766133792816646
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g09_c02.avi,8066.329002380371,63.15670883844769
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g12_c01.avi,8111.676931381226,62.99738057955044
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g12_c04.avi,10357.914924621582,62.89928383622433
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g02_c01.avi,7555.371284484863,63.19340204788467
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g24_c02.avi,6242.155313491821,63.36484987711169
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g18_c04.avi,7812.3273849487305,62.61614861527109
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g04_c06.avi,7608.890056610107,62.48860557874044
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g23_c02.avi,8805.925846099854,62.51988136511055
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g24_c01.avi,5919.086694717407,62.5150203704834
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g11_c02.avi,8559.522867202759,62.57831785413954
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g17_c02.avi,6491.509199142456,61.999223764660286
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g07_c01.avi,7121.330976486206,62.62746240411486
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g01_c03.avi,8463.903903961182,62.810858389488736
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g14_c01.avi,9134.16600227356,62.636845641665985
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g08_c01.avi,8749.561071395874,62.563764876213625
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g05_c04.avi,7057.9023361206055,62.071436217853
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g08_c04.avi,8614.92943763733,62.53428143613479
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g04_c01.avi,6620.631694793701,62.49712980710543
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g11_c03.avi,7608.823299407959,62.55216201146444
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g25_c01.avi,7358.240365982056,62.49426151144093
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g19_c05.avi,12454.324722290039,62.66816134380205
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g23_c06.avi,9482.877016067505,62.53795782725016
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g24_c04.avi,5987.607479095459,62.69125228232526
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g19_c03.avi,8613.024473190308,62.590560492347265
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g25_c03.avi,6349.410057067871,62.51594066619873
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g25_c05.avi,7358.957529067993,62.55408607680222
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g14_c02.avi,7800.482511520386,62.61940118743152
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g24_c05.avi,5858.686447143555,62.63506671656733
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g10_c04.avi,5849.769592285156,62.549059805662736
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g05_c03.avi,9084.725379943848,61.950836510493836
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g15_c01.avi,7094.180583953857,62.47541095529284
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g19_c02.avi,8925.872564315796,62.58939174895591
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g07_c04.avi,10802.987337112427,62.556871893810246
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g20_c01.avi,6937.544345855713,62.17818260192871
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g22_c01.avi,8609.61365699768,62.56524955525118
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g14_c03.avi,7426.923513412476,62.63817681206597
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g11_c04.avi,7871.220827102661,62.66725255597022
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g23_c03.avi,9351.240396499634,62.497886451514994
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g13_c03.avi,7542.416572570801,62.54938870918851
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g04_c02.avi,7283.276319503784,62.47293638146442
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g17_c03.avi,7638.626575469971,62.304518439553
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g10_c02.avi,6345.0305461883545,62.498955726623535
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g16_c01.avi,7505.940914154053,62.76636204477084
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g22_c02.avi,11054.052352905273,62.56666728428432
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g02_c04.avi,6154.379367828369,62.46616176723205
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g05_c01.avi,7786.326169967651,61.98225867363714
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g06_c03.avi,6240.134477615356,62.70946775163923
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g16_c02.avi,9081.534624099731,62.791157435703944
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g01_c04.avi,8451.167821884155,62.7878052847726
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g20_c03.avi,6510.30421257019,62.26944228977833
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g10_c03.avi,7923.979043960571,62.59478759765625
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g24_c03.avi,6631.479740142822,62.74248086489164
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g06_c04.avi,4055.6187629699707,62.77528263273693
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g13_c02.avi,7746.093511581421,62.602934290151126
./output/UCF-101-SaltPepper/PizzaTossing/v_PizzaTossing_g23_c01.avi,7925.437927246094,62.53439521789551
