Noise Type,Video Category,Video Name,Average PSNR,Average SSIM,Average VIF,Average Processing Time (ms),Frames Per Second (FPS)
SaltPepper,Hammering,v_Hammering_g19_c04.avi,29.17523387344525,0.563275340531942,0.6434153706839915,3.794900486978252,263.51152116672904
SaltPepper,Fencing,v_Fencing_g03_c04.avi,28.568139258221827,0.786120758852985,0.6261168426655709,3.8073849170765977,262.64746585376093
SaltPepper,SkateBoarding,v_SkateBoarding_g08_c05.avi,28.13625014094253,0.7693498111408389,0.6285125475238871,3.8048205552277743,262.8244842259415
SaltPepper,PizzaTossing,v_PizzaTossing_g18_c01.avi,29.004506266837712,0.6060787274369441,0.6929536489424882,3.8909978336758084,257.00348413078
SaltPepper,ThrowDiscus,v_ThrowDiscus_g08_c03.avi,28.365970602047167,0.47775715045913125,0.6094103325968203,3.7735628045123555,265.00155206220995
SaltPepper,ApplyEyeMakeup,v_ApplyEyeMakeup_g04_c02.avi,28.390348962104547,0.6422498546874171,0.5740590253562639,3.814747839262991,262.1405246521353
SaltPepper,Mixing,v_Mixing_g02_c05.avi,28.718269464430318,0.695596547005855,0.6398347559812907,3.791229144946949,263.76669986640786
SaltPepper,PlayingViolin,v_PlayingViolin_g13_c03.avi,28.217521231966224,0.586750358103326,0.6507484819306883,3.7354106126829634,267.7081862445502
SaltPepper,LongJump,v_LongJump_g25_c03.avi,30.410512008501268,0.7827130382237133,0.6757742402243749,3.8464231006169722,259.9817996724277
SaltPepper,CliffDiving,v_CliffDiving_g03_c01.avi,29.932920323612827,0.7637018664735369,0.7845867289149243,3.8287199061849844,261.18390075612
SaltPepper,VolleyballSpiking,v_VolleyballSpiking_g07_c05.avi,29.327489441924424,0.7529953373500007,0.5290521757547245,3.753789635591729,266.39745352761753
SaltPepper,TrampolineJumping,v_TrampolineJumping_g14_c02.avi,29.141449641628625,0.70531015795472,0.7215570427444824,3.846646396353776,259.9667078699765
SaltPepper,SoccerJuggling,v_SoccerJuggling_g23_c02.avi,31.498954808985854,0.769797941084687,0.671370605379343,3.740458687146505,267.34689075335655
SaltPepper,HighJump,v_HighJump_g08_c02.avi,28.729002217295005,0.6218998308062348,0.6255330142811832,3.7899180355235043,263.8579490708878
SaltPepper,Surfing,v_Surfing_g20_c06.avi,29.87477776511621,0.843772372826989,0.6412941268051914,3.7490023609293934,266.73762876801595
SaltPepper,TennisSwing,v_TennisSwing_g17_c03.avi,30.131678671960074,0.8118171736770321,0.6575893052190328,3.7718951273307524,265.1187178440106
SaltPepper,BaseballPitch,v_BaseballPitch_g11_c01.avi,29.317005983150086,0.7608757481615555,0.658683530986309,3.7906513764308047,263.806903008205
SaltPepper,Swing,v_Swing_g21_c05.avi,29.46095765838691,0.7787129353855873,0.6765787275276374,3.8172724235117137,261.9671558782924
SaltPepper,Rowing,v_Rowing_g20_c04.avi,29.161516731113288,0.7385063940787752,0.6873487387996873,3.7590413311727686,266.0252739727163
SaltPepper,JavelinThrow,v_JavelinThrow_g14_c03.avi,28.528345080186618,0.580683571630859,0.6670772643650279,3.7839973674100986,264.2707969652831
SaltPepper,BlowDryHair,v_BlowDryHair_g03_c01.avi,29.102074096115143,0.7852111836608976,0.6821423547680368,3.831412721786821,261.00033397958737
SaltPepper,PlayingFlute,v_PlayingFlute_g21_c03.avi,29.12736835811996,0.7393275606481472,0.6523913448965045,3.8040785722329584,262.87574796674335
SaltPepper,PullUps,v_PullUps_g10_c02.avi,30.062418535712165,0.8234136049950259,0.6817175828652575,3.7930370066207266,263.6409816868396
SaltPepper,ParallelBars,v_ParallelBars_g15_c02.avi,28.56432602774219,0.5912784017175979,0.6589440222444205,3.795546498791925,263.466670825476
SaltPepper,PlayingDhol,v_PlayingDhol_g04_c04.avi,29.867930566250017,0.7693769840786383,0.6067611106700851,3.7617225136490053,265.83566341525926
SaltPepper,Diving,v_Diving_g08_c05.avi,29.17512467220669,0.7422622731812443,0.6604297203402365,3.807890799737746,262.6125728366137
SaltPepper,Punch,v_Punch_g16_c05.avi,28.934731144612414,0.7928341517426966,0.6291039220492045,3.8300299644470215,261.0945630406784
SaltPepper,SalsaSpin,v_SalsaSpin_g06_c05.avi,30.14810128490215,0.8108783936357803,0.6871505790127965,3.7987275037936823,263.2460472622288
SaltPepper,ApplyLipstick,v_ApplyLipstick_g21_c03.avi,28.754151061361576,0.7606914961771039,0.6106903719735313,3.7796047184017154,264.5779319544481
SaltPepper,PlayingTabla,v_PlayingTabla_g11_c03.avi,29.50531301634158,0.7794003662298917,0.6566886232610334,3.8131161739951684,262.25269684145405
SaltPepper,CuttingInKitchen,v_CuttingInKitchen_g14_c04.avi,28.28912766007502,0.5927210530113485,0.5757790329504986,3.7698648413833307,265.26149930432405
SaltPepper,HandstandWalking,v_HandstandWalking_g19_c04.avi,29.00465617709976,0.6142338550776255,0.5733058784241066,3.770144362198679,265.2418326540733
SaltPepper,PushUps,v_PushUps_g04_c01.avi,29.489881826068082,0.8007332346570367,0.6128653235487885,3.7715828025734033,265.1406723240137
SaltPepper,PlayingDaf,v_PlayingDaf_g06_c03.avi,28.724981210138647,0.6547108917785728,0.5989272785037288,3.774495707783953,264.93605435495664
SaltPepper,PlayingSitar,v_PlayingSitar_g23_c06.avi,29.213390266381428,0.6514660928561484,0.677441164815625,3.7979123700490147,263.3025469166089
SaltPepper,HandstandPushups,v_HandStandPushups_g03_c04.avi,28.387564950587407,0.6367671983641795,0.5959707999229431,3.814671380179269,262.14577884635645
SaltPepper,FieldHockeyPenalty,v_FieldHockeyPenalty_g17_c04.avi,30.474086203741816,0.8481033155304658,0.7389778394296945,3.8177651095103067,261.93334878275607
SaltPepper,Haircut,v_Haircut_g19_c03.avi,28.300480125329422,0.7190937490960363,0.589081697165966,3.838608041405678,260.5110991310812
SaltPepper,CleanAndJerk,v_CleanAndJerk_g25_c03.avi,30.181016973701624,0.8339047867967775,0.6491808971533408,3.764808177947998,265.61778256257617
SaltPepper,UnevenBars,v_UnevenBars_g16_c04.avi,28.36712032203589,0.6257167839705532,0.6590173602104187,3.787078857421875,264.05576372940084
SaltPepper,BoxingPunchingBag,v_BoxingPunchingBag_g01_c06.avi,29.210374564994577,0.7366341932746591,0.6218672543764114,3.8025786237018866,262.9794407844432
SaltPepper,PlayingCello,v_PlayingCello_g22_c01.avi,28.576309097179298,0.7386897011339933,0.6045079150088566,3.790916635832434,263.78844381536067
SaltPepper,Nunchucks,v_Nunchucks_g01_c02.avi,28.472170107039826,0.6968464645755832,0.698753369037219,3.8945784513977753,256.7671989355092
SaltPepper,FloorGymnastics,v_FloorGymnastics_g10_c05.avi,29.14816067942735,0.5896675529554732,0.6703972868503086,3.777517212761773,264.72414119561137
SaltPepper,Bowling,v_Bowling_g13_c05.avi,29.860141946542164,0.7943827757165954,0.6487642331658122,3.7886093710070456,263.9490910972939
SaltPepper,CricketBowling,v_CricketBowling_g07_c01.avi,29.72272971668346,0.6194077316930601,0.5953021535506615,3.7770894857553334,264.7541192156909
SaltPepper,Biking,v_Biking_g21_c03.avi,29.806717955015667,0.7515211387833115,0.7068246998747841,3.8181699690271595,261.9055746894349
SaltPepper,BodyWeightSquats,v_BodyWeightSquats_g24_c01.avi,30.086116306996708,0.805004213130808,0.5926577474759973,3.7756909494814663,264.8521855681368
SaltPepper,HeadMassage,v_HeadMassage_g04_c02.avi,28.684353037007256,0.7810226988528313,0.6291640535706565,3.8111664000011625,262.38686403188666
SaltPepper,BalanceBeam,v_BalanceBeam_g04_c01.avi,28.296017561338147,0.5217606249594055,0.6708010385433832,3.8057327270507812,262.76148950032575
SaltPepper,Basketball,v_Basketball_g02_c03.avi,31.32449825250829,0.8172342457007215,0.6585461273789406,3.773306097303118,265.0195807635979
SaltPepper,PommelHorse,v_PommelHorse_g19_c03.avi,29.20340328838642,0.8160760476870013,0.615082578940524,3.785524931218889,264.16415640353824
SaltPepper,Typing,v_Typing_g24_c03.avi,28.60054875678754,0.6320416093370181,0.6296684477064345,3.7871367401546903,264.0517278917037
