Noise Type,Video Category,Video Name,Average PSNR,Average SSIM,Average VIF,Average Processing Time (ms),Frames Per Second (FPS)
SaltPepper,Hammering,v_Hammering_g19_c04.avi,29.195509603289423,0.5760598231792422,0.6272625715545054,6.011855736207426,166.33799011132777
SaltPepper,Fencing,v_Fencing_g03_c04.avi,28.730992345126936,0.7970726979628471,0.6163954398733504,6.577649015061398,152.03000307712003
SaltPepper,PizzaTossing,v_PizzaTossing_g18_c01.avi,29.013795344764358,0.637010051419412,0.6412677704184143,6.944437821706136,144.00013732923253
SaltPepper,SkateBoarding,v_SkateBoarding_g08_c05.avi,28.195042013639043,0.7694761572469232,0.6229987900566172,6.255615640569617,159.85636865453952
SaltPepper,ThrowDiscus,v_ThrowDiscus_g08_c03.avi,28.313616827404367,0.48673054135471244,0.5970916260843692,6.363794077997622,157.13896266025182
SaltPepper,ApplyEyeMakeup,v_ApplyEyeMakeup_g04_c02.avi,28.451187551921,0.6504406099705466,0.5478592505960753,6.218787395592892,160.80305313358622
SaltPepper,Mixing,v_Mixing_g02_c05.avi,28.886280876647813,0.7103497714141259,0.5940836200842986,6.299822717099576,158.73462554520864
SaltPepper,PlayingViolin,v_PlayingViolin_g13_c03.avi,28.12042559960762,0.5982167136426159,0.6005901143301365,6.045179311619249,165.42106502580188
SaltPepper,LongJump,v_LongJump_g25_c03.avi,30.597117915229063,0.8064712941350344,0.6344730641882298,6.722393682447531,148.75653632292386
SaltPepper,CliffDiving,v_CliffDiving_g03_c01.avi,30.126228895190117,0.8167804607967099,0.7073122917310052,6.348791329757027,157.51029574920219
SaltPepper,VolleyballSpiking,v_VolleyballSpiking_g07_c05.avi,29.38720984784958,0.7622008180295321,0.5134145201638688,6.180691164593364,161.7942028439454
SaltPepper,TrampolineJumping,v_TrampolineJumping_g14_c02.avi,29.300371078030174,0.7371324139303469,0.6937439465106314,6.499158242904463,153.86607967143476
SaltPepper,SoccerJuggling,v_SoccerJuggling_g23_c02.avi,31.39076409889402,0.7825779953730018,0.5527055248618126,6.38111134370168,156.7125138769167
SaltPepper,Surfing,v_Surfing_g20_c06.avi,29.978749962129097,0.850873061630901,0.6101080832794367,6.608574546902336,151.31856240749136
SaltPepper,HighJump,v_HighJump_g08_c02.avi,28.717950069803955,0.6346361855794815,0.5967824357187647,5.969092377230653,167.52965724144946
SaltPepper,BaseballPitch,v_BaseballPitch_g11_c01.avi,29.49212279654944,0.7793881304572725,0.6286057331241094,6.12826759998615,163.17825285603718
SaltPepper,TennisSwing,v_TennisSwing_g17_c03.avi,30.267581036449386,0.8264562225756372,0.6205072336488491,5.919790954040966,168.9248839635765
SaltPepper,Swing,v_Swing_g21_c05.avi,29.524002212140015,0.8021410182152211,0.6353597264384749,6.632109779623611,150.7815813110308
SaltPepper,Rowing,v_Rowing_g20_c04.avi,29.324987570556633,0.7494526419872133,0.6842118376999898,6.400817359974182,156.23004747069265
SaltPepper,JavelinThrow,v_JavelinThrow_g14_c03.avi,28.501503477397772,0.5945783942982589,0.6433698698586109,5.955251992917528,167.91900681772688
SaltPepper,BlowDryHair,v_BlowDryHair_g03_c01.avi,29.305876162711478,0.8300380918922436,0.6054055258191587,6.392541313976175,156.4323092935942
SaltPepper,PlayingFlute,v_PlayingFlute_g21_c03.avi,29.244546648726807,0.7562541178170975,0.6262696748048486,6.285176478641134,159.1045221082164
