Noise Type,Video Category,Video Name,Average PSNR,Average SSIM,Average VIF,Average Processing Time (ms),Frames Per Second (FPS)
SaltPepper,Hammering,v_Hammering_g19_c04.avi,29.195509603289423,0.5760598231792422,0.6272625715545054,19.68600776758087,50.79750103760555
SaltPepper,Fencing,v_Fencing_g03_c04.avi,28.730992345126936,0.7970726979628471,0.6163954398733504,19.77242561096841,50.575484246367196
SaltPepper,SkateBoarding,v_SkateBoarding_g08_c05.avi,28.195042013639043,0.7694761572469232,0.6229987900566172,19.844582787266486,50.39158599200493
SaltPepper,PizzaTossing,v_PizzaTossing_g18_c01.avi,29.013795344764358,0.637010051419412,0.6412677704184143,19.546592677081073,51.159811662342975
SaltPepper,ThrowDiscus,v_ThrowDiscus_g08_c03.avi,28.313616827404367,0.48673054135471244,0.5970916260843692,19.824216676794965,50.44335502903072
SaltPepper,ApplyEyeMakeup,v_ApplyEyeMakeup_g04_c02.avi,28.451187551921,0.6504406099705466,0.5478592505960753,19.79149832870021,50.52674554456909
SaltPepper,Mixing,v_Mixing_g02_c05.avi,28.886280876647813,0.7103497714141259,0.5940836200842986,19.794792742342562,50.51833646436339
SaltPepper,PlayingViolin,v_PlayingViolin_g13_c03.avi,28.12042559960762,0.5982167136426159,0.6005901143301365,19.770483637965004,50.5804520674301
SaltPepper,LongJump,v_LongJump_g25_c03.avi,30.597117915229063,0.8064712941350344,0.6344730641882298,19.797326481274965,50.511870930948
SaltPepper,CliffDiving,v_CliffDiving_g03_c01.avi,30.126228895190117,0.8167804607967099,0.7073122917310052,19.792777040730353,50.52348126501707
SaltPepper,VolleyballSpiking,v_VolleyballSpiking_g07_c05.avi,29.38720984784958,0.7622008180295321,0.5134145201638688,19.74760099898937,50.63906243858064
SaltPepper,TrampolineJumping,v_TrampolineJumping_g14_c02.avi,29.300371078030174,0.7371324139303469,0.6937439465106314,19.84023631399896,50.40262546139209
SaltPepper,SoccerJuggling,v_SoccerJuggling_g23_c02.avi,31.39076409889402,0.7825779953730018,0.5527055248618126,19.74406937758128,50.6481202469571
SaltPepper,HighJump,v_HighJump_g08_c02.avi,28.717950069803955,0.6346361855794815,0.5967824357187647,19.74375227577666,50.64893369974492
SaltPepper,Surfing,v_Surfing_g20_c06.avi,29.978749962129097,0.850873061630901,0.6101080832794367,19.855699944219996,50.363371868494646
SaltPepper,TennisSwing,v_TennisSwing_g17_c03.avi,30.267581036449386,0.8264562225756372,0.6205072336488491,19.819021224975586,50.45657848833712
SaltPepper,BaseballPitch,v_BaseballPitch_g11_c01.avi,29.49212279654944,0.7793881304572725,0.6286057331241094,19.766915303010208,50.58958287981913
SaltPepper,Swing,v_Swing_g21_c05.avi,29.524002212140015,0.8021410182152211,0.6353597264384749,19.813343067074296,50.47103846204503
SaltPepper,Rowing,v_Rowing_g20_c04.avi,29.324987570556633,0.7494526419872133,0.6842118376999898,19.863968581156016,50.34240745571112
SaltPepper,JavelinThrow,v_JavelinThrow_g14_c03.avi,28.501503477397772,0.5945783942982589,0.6433698698586109,19.611554987290326,50.990347305354966
SaltPepper,BlowDryHair,v_BlowDryHair_g03_c01.avi,29.305876162711478,0.8300380918922436,0.6054055258191587,19.85225395814276,50.37211402334655
SaltPepper,PlayingFlute,v_PlayingFlute_g21_c03.avi,29.244546648726807,0.7562541178170975,0.6262696748048486,19.876364587058482,50.311011131839514
SaltPepper,PullUps,v_PullUps_g10_c02.avi,30.127244453404867,0.8607518396480295,0.6152309603084719,19.8079809288069,50.484701272389266
SaltPepper,ParallelBars,v_ParallelBars_g15_c02.avi,28.5767733016745,0.602300946328965,0.6355944053880099,19.744644493892274,50.6466449831161
SaltPepper,PlayingDhol,v_PlayingDhol_g04_c04.avi,30.023483919578673,0.7871942191320473,0.5702068380775823,19.80907551563569,50.48191164755167
SaltPepper,Diving,v_Diving_g08_c05.avi,29.197561293155452,0.7572041688470174,0.6389545817529002,19.76025181431924,50.606642536576956
SaltPepper,Punch,v_Punch_g16_c05.avi,29.03337050262938,0.8116851374456023,0.5980394478638967,19.870402018229168,50.32610810202013
SaltPepper,SalsaSpin,v_SalsaSpin_g06_c05.avi,30.312591575707884,0.8538107737541715,0.5983375892667713,19.810528098466154,50.47821012290055
SaltPepper,ApplyLipstick,v_ApplyLipstick_g21_c03.avi,28.844105299449197,0.7822731380621358,0.5719469072935465,19.776227590921042,50.565761109013756
SaltPepper,PlayingTabla,v_PlayingTabla_g11_c03.avi,29.56136531389405,0.792127311296434,0.6287604233674836,19.764954583686695,50.59460145814679
SaltPepper,CuttingInKitchen,v_CuttingInKitchen_g14_c04.avi,28.419042380041375,0.5988310155897143,0.5632890657502778,19.70767731569251,50.741646718750374
SaltPepper,HandstandWalking,v_HandstandWalking_g19_c04.avi,29.04097535726177,0.6256423597262155,0.5443606885304129,19.850148294205056,50.3774573962218
SaltPepper,PushUps,v_PushUps_g04_c01.avi,29.468502729852165,0.8155053297149368,0.5802793640356797,19.672737016782655,50.831767798599046
SaltPepper,PlayingDaf,v_PlayingDaf_g06_c03.avi,28.868495804531236,0.6581227080254376,0.5926459848320222,19.87579997430401,50.31244031902253
SaltPepper,PlayingSitar,v_PlayingSitar_g23_c06.avi,29.2366856240463,0.6547856797173933,0.65998324958123,19.871987704729978,50.32209232707897
SaltPepper,FieldHockeyPenalty,v_FieldHockeyPenalty_g17_c04.avi,30.339243362140145,0.9032840057557071,0.6001060842031456,19.686463367508118,50.79632544108802
